ego_id,alter_id,freq.rec,week.daily,alter.sex,alter.cores,role,role.rec,intgen
119,11911,daily,Yes,Male,No,rel.vol,rel.vol,No
119,11912,daily,Yes,Male,No,rel.vol,rel.vol,No
119,11913,daily,Yes,Male,No,rel.vol,rel.vol,No
119,11914,weekly,Yes,Female,No,rel.vol,rel.vol,No
119,11915,weekly,Yes,Female,No,rel.vol,rel.vol,No
120,12001,daily,Yes,Female,Yes,spouse,imm.fam,No
120,12002,weekly,Yes,Female,No,child,imm.fam,Yes
120,12003,daily,Yes,Male,No,child,imm.fam,Yes
120,12004,monthly,No,Male,No,child.in.law,imm.fam,Yes
120,12005,monthly,No,Female,No,child.in.law,imm.fam,Yes
120,12006,weekly,Yes,Female,No,oth.fam,ext.fam,Yes
120,12007,weekly,Yes,Female,No,oth.fam,ext.fam,Yes
120,12008,weekly,Yes,Male,No,oth.fam,ext.fam,Yes
120,12009,weekly,Yes,Male,No,oth.fam,ext.fam,Yes
120,12010,weekly,Yes,Female,No,oth.fam,ext.fam,Yes
120,12011,daily,Yes,Male,No,sibling,imm.fam,No
120,12012,daily,Yes,Male,No,oth.fam,ext.fam,Yes
120,12013,weekly,Yes,Male,No,sib.in.law,ext.fam,No
120,12014,monthly,No,Female,No,sib.in.law,ext.fam,No
120,12015,monthly,No,Female,No,sib.in.law,ext.fam,No
120,12016,monthly,No,Male,No,rel.vol,rel.vol,No
120,12017,monthly,No,Male,No,rel.vol,rel.vol,No
120,12018,monthly,No,Male,No,rel.vol,rel.vol,No
121,12101,daily,Yes,Male,No,spouse,imm.fam,No
121,12102,weekly,Yes,Female,No,sibling,imm.fam,No
121,12103,weekly,Yes,Male,No,sibling,imm.fam,No
121,12104,weekly,Yes,Male,No,oth.fam,ext.fam,Yes
121,12105,monthly,No,Male,No,oth.fam,ext.fam,Yes
121,12106,weekly,Yes,Female,No,oth.fam,ext.fam,Yes
121,12107,monthly,No,Female,No,oth.fam,ext.fam,Yes
121,12108,yearly,No,Female,No,work,work,No
121,12109,yearly,No,Male,No,work,work,No
121,12110,yearly,No,Female,No,rel.vol,rel.vol,No
121,12111,yearly,No,Female,No,rel.vol,rel.vol,No
121,12112,monthly,No,Male,No,friend,friend,No
121,12113,monthly,No,Male,No,friend,friend,No
121,12114,monthly,No,Female,No,friend,friend,No
122,12201,daily,Yes,Female,No,child,imm.fam,Yes
122,12202,daily,Yes,Male,No,child,imm.fam,Yes
122,12203,weekly,Yes,Female,No,child.in.law,imm.fam,Yes
122,12204,weekly,Yes,Female,No,oth.fam,ext.fam,Yes
122,12205,weekly,Yes,Female,No,oth.fam,ext.fam,Yes
122,12206,weekly,Yes,Female,No,friend,friend,No
122,12207,weekly,Yes,Female,No,friend,friend,No
122,12208,weekly,Yes,Male,No,friend,friend,No
122,12209,weekly,Yes,Male,No,friend,friend,No
122,12210,weekly,Yes,Female,No,friend,friend,No
123,12301,daily,Yes,Male,No,spouse,imm.fam,No
123,12302,weekly,Yes,Male,No,child,imm.fam,Yes
123,12303,weekly,Yes,Male,No,child,imm.fam,Yes
123,12304,weekly,Yes,Female,No,other,other,No
123,12305,weekly,Yes,Female,No,other,other,No
123,12306,daily,Yes,Female,No,sibling,imm.fam,No
123,12307,weekly,Yes,Female,No,other,other,No
123,12308,weekly,Yes,Female,No,friend,friend,No
124,12401,daily,Yes,Male,No,child,imm.fam,Yes
124,12402,weekly,Yes,Female,No,friend,friend,No
125,12501,daily,Yes,Female,No,sibling,imm.fam,No
125,12502,monthly,No,Female,No,friend,friend,No
125,12503,monthly,No,Female,No,friend,friend,No
126,12601,yearly,No,Female,No,child,imm.fam,Yes
126,12602,weekly,Yes,Male,No,child,imm.fam,Yes
126,12603,monthly,No,Female,No,child,imm.fam,Yes
126,12604,monthly,No,Male,No,oth.fam,ext.fam,Yes
126,12605,weekly,Yes,Female,No,other,other,No
126,12606,monthly,No,Male,No,friend,friend,No
126,12607,daily,Yes,Female,No,domestic,other,Yes
127,12701,weekly,Yes,Male,No,spouse,imm.fam,No
128,12801,daily,Yes,Female,No,child,imm.fam,Yes
128,12802,daily,Yes,Female,No,domestic,other,Yes
129,12901,weekly,Yes,Male,No,oth.fam,ext.fam,Yes
130,13001,weekly,Yes,Male,No,child,imm.fam,Yes
130,13002,weekly,Yes,Male,No,child,imm.fam,Yes
131,13101,yearly,No,Female,No,child,imm.fam,Yes
131,13102,daily,Yes,Male,No,child,imm.fam,Yes
131,13103,weekly,Yes,Male,No,child,imm.fam,Yes
131,13104,monthly,No,Male,No,oth.fam,ext.fam,Yes
131,13105,monthly,No,Female,No,oth.fam,ext.fam,Yes
131,13106,monthly,No,Male,No,oth.fam,ext.fam,Yes
131,13107,weekly,Yes,Female,No,oth.fam,ext.fam,No
131,13108,weekly,Yes,Female,No,oth.fam,ext.fam,No
131,13109,daily,Yes,Female,No,friend,friend,No
131,13110,daily,Yes,Female,No,friend,friend,No
131,13111,daily,Yes,Female,No,friend,friend,No
132,13201,daily,Yes,Male,Yes,spouse,imm.fam,No
132,13202,daily,Yes,Female,No,domestic,other,Yes
132,13203,daily,Yes,Female,No,domestic,other,Yes
132,13204,daily,Yes,Female,No,domestic,other,Yes
132,13205,daily,Yes,Male,No,other,other,No
132,13206,daily,Yes,Female,No,other,other,No
132,13207,daily,Yes,Male,No,other,other,No
132,13208,weekly,Yes,Female,No,friend,friend,No
132,13209,weekly,Yes,Male,No,friend,friend,No
133,13301,daily,Yes,Female,Yes,spouse,imm.fam,No
133,13302,weekly,Yes,Male,No,child,imm.fam,Yes
133,13303,weekly,Yes,Male,No,sibling,imm.fam,No
133,13304,yearly,No,Male,No,friend,friend,No
134,13401,daily,Yes,Female,No,child,imm.fam,Yes
134,13402,weekly,Yes,Male,No,child,imm.fam,Yes
134,13403,daily,Yes,Female,No,domestic,other,Yes
135,13501,daily,Yes,Male,Yes,spouse,imm.fam,No
135,13502,daily,Yes,Male,Yes,child,imm.fam,Yes
135,13503,monthly,No,Female,No,neighbor,neighbor,No
136,13601,daily,Yes,Female,No,child,imm.fam,Yes
136,13602,daily,Yes,Female,No,neighbor,neighbor,No
136,13603,weekly,Yes,Female,No,neighbor,neighbor,No
137,13701,daily,Yes,Male,Yes,spouse,imm.fam,No
137,13702,daily,Yes,Female,No,sibling,imm.fam,No
137,13703,daily,Yes,Female,No,sib.in.law,ext.fam,No
137,13704,daily,Yes,Female,No,oth.fam,ext.fam,Yes
137,13705,yearly,No,Male,No,oth.fam,ext.fam,Yes
137,13706,daily,Yes,Female,No,sib.in.law,ext.fam,No
137,13707,daily,Yes,Male,No,sib.in.law,ext.fam,No
137,13708,daily,Yes,Female,No,oth.fam,ext.fam,No
137,13709,daily,Yes,Female,No,other,other,No
137,13710,daily,Yes,Female,No,other,other,No
137,13711,weekly,Yes,Female,No,other,other,No
137,13712,weekly,Yes,Male,No,other,other,No
137,13713,monthly,No,Female,No,other,other,No
137,13714,weekly,Yes,Female,No,other,other,No
137,13715,weekly,Yes,Male,No,oth.fam,ext.fam,Yes
137,13716,weekly,Yes,Female,No,oth.fam,ext.fam,Yes
137,13717,monthly,No,Male,No,oth.fam,ext.fam,Yes
137,13718,weekly,Yes,Male,No,friend,friend,No
137,13719,weekly,Yes,Male,No,rel.vol,rel.vol,No
137,13720,daily,Yes,Female,No,work,work,No
137,13721,weekly,Yes,Male,No,friend,friend,No
137,13722,weekly,Yes,Male,No,friend,friend,No
137,13723,yearly,No,Female,No,friend,friend,No
138,13801,daily,Yes,Female,No,child,imm.fam,Yes
138,13802,weekly,Yes,Female,No,oth.fam,ext.fam,Yes
138,13803,weekly,Yes,Female,No,oth.fam,ext.fam,Yes
138,13804,monthly,No,Female,No,sibling,imm.fam,No
138,13805,monthly,No,Male,No,sibling,imm.fam,No
138,13806,monthly,No,Female,No,sibling,imm.fam,No
139,13901,weekly,Yes,Female,No,child,imm.fam,Yes
139,13902,weekly,Yes,Male,No,child,imm.fam,Yes
139,13903,weekly,Yes,Male,No,child,imm.fam,Yes
139,13904,weekly,Yes,Female,No,child,imm.fam,Yes
139,13905,weekly,Yes,Female,No,child.in.law,imm.fam,Yes
139,13906,weekly,Yes,Female,No,oth.fam,ext.fam,Yes
139,13907,weekly,Yes,Female,No,sibling,imm.fam,No
139,13908,weekly,Yes,Female,No,sibling,imm.fam,No
139,13909,weekly,Yes,Female,No,neighbor,neighbor,No
139,13910,weekly,Yes,Female,No,friend,friend,No
139,13911,weekly,Yes,Female,No,friend,friend,No
140,14001,weekly,Yes,Female,No,sibling,imm.fam,No
140,14002,weekly,Yes,Male,No,sibling,imm.fam,No
140,14003,weekly,Yes,Female,No,sibling,imm.fam,No
140,14004,weekly,Yes,Male,No,sibling,imm.fam,No
140,14005,weekly,Yes,Female,No,work,work,No
140,14006,weekly,Yes,Female,No,rel.vol,rel.vol,No
140,14007,weekly,Yes,Male,No,rel.vol,rel.vol,No
140,14008,weekly,Yes,Female,No,rel.vol,rel.vol,No
140,14009,weekly,Yes,Female,No,rel.vol,rel.vol,No
141,14101,weekly,Yes,Male,No,child.in.law,imm.fam,Yes
141,14102,weekly,Yes,Male,No,child.in.law,imm.fam,Yes
141,14103,weekly,Yes,Female,No,child,imm.fam,Yes
141,14104,weekly,Yes,Female,No,child,imm.fam,Yes
141,14105,monthly,No,Male,No,sibling,imm.fam,No
141,14106,monthly,No,Male,No,oth.fam,ext.fam,Yes
141,14107,monthly,No,Female,No,oth.fam,ext.fam,Yes
141,14108,weekly,Yes,Female,No,oth.fam,ext.fam,Yes
141,14109,weekly,Yes,Female,No,oth.fam,ext.fam,Yes
141,14110,weekly,Yes,Male,No,oth.fam,ext.fam,Yes
142,14201,monthly,No,Male,No,child,imm.fam,Yes
142,14202,monthly,No,Female,No,child,imm.fam,Yes
142,14203,monthly,No,Female,No,child.in.law,imm.fam,Yes
142,14204,monthly,No,Female,No,child.in.law,imm.fam,Yes
142,14205,monthly,No,Female,No,oth.fam,ext.fam,Yes
142,14206,monthly,No,Male,No,oth.fam,ext.fam,Yes
142,14207,monthly,No,Male,No,sibling,imm.fam,No
142,14208,monthly,No,Male,No,sibling,imm.fam,No
142,14209,daily,Yes,Female,No,neighbor,neighbor,No
142,14210,daily,Yes,Female,No,neighbor,neighbor,No
142,14211,daily,Yes,Female,No,neighbor,neighbor,No
142,14212,daily,Yes,Female,No,neighbor,neighbor,No
142,14213,daily,Yes,Female,No,neighbor,neighbor,No
142,14214,yearly,No,Male,No,friend,friend,No
142,14215,yearly,No,Male,No,friend,friend,No
143,14301,weekly,Yes,Male,No,child,imm.fam,Yes
143,14302,weekly,Yes,Female,No,child,imm.fam,Yes
143,14303,weekly,Yes,Male,No,child,imm.fam,Yes
143,14304,weekly,Yes,Male,No,child.in.law,imm.fam,Yes
143,14305,weekly,Yes,Female,No,child.in.law,imm.fam,Yes
143,14306,weekly,Yes,Male,No,child.in.law,imm.fam,Yes
143,14307,weekly,Yes,Female,No,oth.fam,ext.fam,Yes
143,14308,monthly,No,Male,No,oth.fam,ext.fam,Yes
143,14309,weekly,Yes,Male,No,oth.fam,ext.fam,Yes
143,14310,weekly,Yes,Female,No,sibling,imm.fam,No
143,14311,weekly,Yes,Female,No,sibling,imm.fam,No
143,14312,weekly,Yes,Female,No,sibling,imm.fam,No
143,14313,daily,Yes,Female,No,friend,friend,No
144,14401,daily,Yes,Male,No,child,imm.fam,Yes
144,14402,daily,Yes,Female,No,child,imm.fam,Yes
144,14403,daily,Yes,Female,No,child,imm.fam,Yes
144,14404,weekly,Yes,Female,No,child.in.law,imm.fam,Yes
144,14405,weekly,Yes,Female,No,sibling,imm.fam,No
144,14406,weekly,Yes,Female,No,friend,friend,No
144,14407,weekly,Yes,Female,No,friend,friend,No
145,14501,daily,Yes,Female,Yes,spouse,imm.fam,No
145,14502,daily,Yes,Male,No,child,imm.fam,Yes
145,14503,daily,Yes,Female,No,child,imm.fam,Yes
145,14504,weekly,Yes,Female,No,child.in.law,imm.fam,Yes
145,14505,weekly,NA,Male,No,child.in.law,imm.fam,Yes
145,14506,weekly,Yes,Male,No,sibling,imm.fam,No
145,14507,weekly,Yes,Female,No,sibling,imm.fam,No
145,14508,weekly,Yes,Female,No,sibling,imm.fam,No
145,14509,weekly,Yes,Female,No,sibling,imm.fam,No
145,14510,daily,Yes,Male,No,neighbor,neighbor,No
145,14511,daily,Yes,Male,No,neighbor,neighbor,No
145,14512,daily,Yes,Male,No,neighbor,neighbor,No
145,14513,daily,Yes,Male,No,neighbor,neighbor,No
145,14514,weekly,Yes,Male,No,neighbor,neighbor,No
145,14515,yearly,No,Male,No,work,work,No
145,14516,monthly,No,Male,No,work,work,No
145,14517,monthly,No,Male,No,work,work,No
145,14518,monthly,No,Male,No,work,work,No
145,14519,monthly,No,Male,No,work,work,No
145,14520,monthly,No,Male,No,oth.fam,ext.fam,No
145,14521,monthly,No,Male,No,oth.fam,ext.fam,No
145,14522,monthly,No,Female,No,oth.fam,ext.fam,No
145,14523,yearly,No,Male,No,friend,friend,No
146,14601,daily,Yes,Male,Yes,spouse,imm.fam,No
146,14602,weekly,Yes,Male,No,friend,friend,No
146,14603,weekly,Yes,Male,No,rel.vol,rel.vol,No
146,14604,weekly,Yes,Female,No,rel.vol,rel.vol,No
147,14701,daily,Yes,Female,Yes,spouse,imm.fam,No
147,14702,daily,Yes,Female,Yes,child,imm.fam,Yes
147,14703,monthly,No,Female,No,child,imm.fam,Yes
147,14704,monthly,No,Female,No,child,imm.fam,Yes
147,14705,monthly,No,Male,No,child.in.law,imm.fam,Yes
147,14706,monthly,No,Male,No,child.in.law,imm.fam,Yes
147,14707,monthly,No,Male,No,child.in.law,imm.fam,Yes
147,14708,monthly,No,Female,No,child.in.law,imm.fam,Yes
147,14709,yearly,No,Male,No,oth.fam,ext.fam,No
147,14710,daily,Yes,Female,No,neighbor,neighbor,No
147,14711,daily,Yes,Male,No,neighbor,neighbor,No
147,14712,daily,Yes,Male,No,neighbor,neighbor,No
147,14713,weekly,Yes,Male,No,friend,friend,No
147,14714,weekly,Yes,Male,No,friend,friend,No
147,14715,weekly,Yes,Male,No,friend,friend,No
147,14716,monthly,No,Female,No,friend,friend,No
147,14717,monthly,No,Male,No,friend,friend,No
148,14801,daily,Yes,Male,Yes,spouse,imm.fam,No
148,14802,daily,Yes,Male,Yes,child,imm.fam,Yes
148,14803,monthly,No,Female,No,child,imm.fam,Yes
148,14804,monthly,No,Female,No,child,imm.fam,Yes
148,14805,monthly,No,Male,No,child,imm.fam,Yes
148,14806,monthly,No,Male,No,child.in.law,imm.fam,Yes
148,14807,monthly,No,Male,No,child.in.law,imm.fam,Yes
148,14808,monthly,No,Female,No,child.in.law,imm.fam,Yes
148,14809,weekly,Yes,Female,No,sibling,imm.fam,No
148,14810,daily,Yes,Female,No,sib.in.law,ext.fam,No
148,14811,daily,Yes,Male,No,oth.fam,ext.fam,Yes
148,14812,weekly,Yes,Female,No,neighbor,neighbor,No
148,14813,monthly,No,Female,No,friend,friend,No
148,14814,monthly,No,Male,No,friend,friend,No
148,14815,yearly,No,Female,No,friend,friend,No
148,14816,yearly,No,Male,No,friend,friend,No
148,14817,monthly,No,Female,No,friend,friend,No
149,14901,daily,Yes,Male,Yes,spouse,imm.fam,No
149,14902,daily,Yes,Male,No,child,imm.fam,Yes
149,14903,daily,Yes,Female,No,child,imm.fam,Yes
149,14904,daily,Yes,Male,No,child,imm.fam,Yes
149,14905,weekly,Yes,Female,No,oth.fam,ext.fam,Yes
149,14906,weekly,Yes,Female,No,oth.fam,ext.fam,Yes
149,14907,weekly,Yes,Female,No,oth.fam,ext.fam,Yes
149,14908,weekly,Yes,Female,No,oth.fam,ext.fam,Yes
149,14909,weekly,Yes,Female,No,sibling,imm.fam,No
149,14910,monthly,No,Female,No,sibling,imm.fam,No
149,14911,weekly,Yes,Female,No,sibling,imm.fam,No
149,14912,weekly,Yes,Male,No,rel.vol,rel.vol,No
149,14913,weekly,Yes,Female,No,friend,friend,No
150,15001,daily,Yes,Female,Yes,spouse,imm.fam,No
150,15002,weekly,Yes,Female,No,child,imm.fam,Yes
150,15003,weekly,Yes,Female,No,child,imm.fam,Yes
150,15004,weekly,Yes,Male,No,child.in.law,imm.fam,Yes
150,15005,monthly,No,Female,No,sibling,imm.fam,No
150,15006,monthly,No,Female,No,sibling,imm.fam,No
150,15007,monthly,No,Female,No,sibling,imm.fam,No
150,15008,weekly,Yes,Female,No,neighbor,neighbor,No
150,15009,weekly,Yes,Female,No,neighbor,neighbor,No
150,15010,yearly,No,Female,No,work,work,No
150,15011,yearly,No,Male,No,work,work,No
150,15012,yearly,No,Male,No,rel.vol,rel.vol,No
150,15013,yearly,No,Male,No,rel.vol,rel.vol,No
150,15014,yearly,No,Male,No,rel.vol,rel.vol,No
150,15015,yearly,No,Male,No,rel.vol,rel.vol,No
150,15016,weekly,Yes,Male,No,friend,friend,No
150,15017,weekly,Yes,Female,No,friend,friend,No
150,15018,weekly,Yes,Female,No,friend,friend,No
150,15019,monthly,No,Female,No,sib.in.law,ext.fam,No
150,15020,monthly,No,Female,No,sib.in.law,ext.fam,No
151,15101,daily,Yes,Female,Yes,spouse,imm.fam,No
151,15102,daily,Yes,Male,No,child,imm.fam,Yes
151,15103,yearly,No,Male,No,child,imm.fam,Yes
151,15104,weekly,Yes,Female,No,child.in.law,imm.fam,Yes
151,15105,yearly,No,Female,No,child.in.law,imm.fam,Yes
151,15106,weekly,Yes,Female,No,sib.in.law,ext.fam,No
151,15107,weekly,Yes,Male,No,sib.in.law,ext.fam,No
151,15108,weekly,Yes,Male,No,sib.in.law,ext.fam,No
151,15109,weekly,Yes,Male,No,sib.in.law,ext.fam,No
151,15110,weekly,Yes,Female,No,sib.in.law,ext.fam,No
151,15111,daily,Yes,Female,No,neighbor,neighbor,No
151,15112,daily,Yes,Male,No,neighbor,neighbor,No
151,15113,daily,Yes,Female,No,neighbor,neighbor,No
151,15114,daily,Yes,Male,No,neighbor,neighbor,No
151,15115,daily,Yes,Male,No,rel.vol,rel.vol,No
151,15116,daily,Yes,Male,No,rel.vol,rel.vol,No
152,15201,daily,Yes,Female,Yes,spouse,imm.fam,No
152,15202,daily,Yes,Female,No,child,imm.fam,Yes
152,15203,daily,Yes,Female,No,child,imm.fam,Yes
152,15204,weekly,Yes,Male,No,child,imm.fam,Yes
152,15205,daily,Yes,Male,No,child.in.law,imm.fam,Yes
152,15206,weekly,Yes,Female,No,child.in.law,imm.fam,Yes
152,15207,weekly,Yes,Male,No,child.in.law,imm.fam,Yes
152,15208,weekly,Yes,Female,No,neighbor,neighbor,No
152,15209,weekly,Yes,Male,No,friend,friend,No
152,15210,weekly,Yes,Female,No,friend,friend,No
152,15211,monthly,No,Female,No,friend,friend,No
152,15212,monthly,No,Male,No,friend,friend,No
152,15213,monthly,No,Female,No,friend,friend,No
152,15214,monthly,No,Male,No,friend,friend,No
153,15301,daily,Yes,Female,No,child,imm.fam,Yes
153,15302,daily,Yes,Female,No,child,imm.fam,Yes
153,15303,weekly,Yes,Male,No,child.in.law,imm.fam,Yes
153,15304,weekly,Yes,Male,No,child.in.law,imm.fam,Yes
153,15305,monthly,No,Female,No,oth.fam,ext.fam,Yes
153,15306,weekly,Yes,Female,No,oth.fam,ext.fam,Yes
153,15307,monthly,No,Male,No,oth.fam,ext.fam,Yes
153,15308,monthly,No,Male,No,oth.fam,ext.fam,Yes
153,15309,weekly,Yes,Male,No,oth.fam,ext.fam,Yes
153,15310,weekly,Yes,Female,No,oth.fam,ext.fam,Yes
153,15311,weekly,Yes,Male,No,oth.fam,ext.fam,Yes
153,15312,weekly,Yes,Female,No,oth.fam,ext.fam,Yes
153,15313,weekly,Yes,Male,No,oth.fam,ext.fam,Yes
153,15314,daily,Yes,Female,No,neighbor,neighbor,No
153,15315,monthly,No,Male,No,rel.vol,rel.vol,No
154,15401,daily,Yes,Male,No,child,imm.fam,Yes
154,15402,daily,Yes,Female,No,child.in.law,imm.fam,Yes
154,15403,weekly,Yes,Female,No,child.in.law,imm.fam,Yes
154,15404,daily,Yes,Male,No,child,imm.fam,Yes
154,15405,daily,Yes,Female,No,oth.fam,ext.fam,Yes
154,15406,weekly,Yes,Female,No,oth.fam,ext.fam,Yes
154,15407,weekly,Yes,Male,No,oth.fam,ext.fam,Yes
154,15408,monthly,No,Female,No,friend,friend,No
154,15409,monthly,No,Female,No,friend,friend,No
154,15410,monthly,No,Female,No,friend,friend,No
155,15501,daily,Yes,Female,Yes,spouse,imm.fam,No
155,15502,daily,Yes,Male,No,child,imm.fam,Yes
155,15503,daily,Yes,Female,No,child.in.law,imm.fam,Yes
155,15504,weekly,Yes,Male,No,child,imm.fam,Yes
155,15505,weekly,Yes,Female,No,child.in.law,imm.fam,Yes
155,15506,weekly,Yes,Female,No,child,imm.fam,Yes
155,15507,weekly,Yes,Male,No,child.in.law,imm.fam,Yes
155,15508,weekly,Yes,Male,No,oth.fam,ext.fam,Yes
155,15509,weekly,Yes,Male,No,oth.fam,ext.fam,Yes
155,15510,weekly,Yes,Female,No,oth.fam,ext.fam,Yes
155,15511,weekly,Yes,Female,No,oth.fam,ext.fam,Yes
155,15512,daily,Yes,Male,No,oth.fam,ext.fam,Yes
155,15513,daily,Yes,Male,No,oth.fam,ext.fam,Yes
155,15514,weekly,Yes,Male,No,oth.fam,ext.fam,Yes
155,15515,weekly,Yes,Male,No,rel.vol,rel.vol,No
155,15516,weekly,Yes,Male,No,rel.vol,rel.vol,No
155,15517,weekly,Yes,Male,No,rel.vol,rel.vol,No
155,15518,weekly,Yes,Male,No,rel.vol,rel.vol,No
156,15601,daily,Yes,Male,Yes,spouse,imm.fam,No
156,15602,daily,Yes,Female,No,child,imm.fam,Yes
156,15603,daily,Yes,Male,No,child,imm.fam,Yes
156,15604,weekly,Yes,Male,No,child,imm.fam,Yes
156,15605,weekly,Yes,Female,No,child,imm.fam,Yes
156,15606,weekly,Yes,Female,No,child.in.law,imm.fam,Yes
156,15607,weekly,Yes,Female,No,child.in.law,imm.fam,Yes
156,15608,weekly,Yes,Male,No,oth.fam,ext.fam,Yes
156,15609,weekly,Yes,Male,No,oth.fam,ext.fam,Yes
156,15610,monthly,No,Female,No,oth.fam,ext.fam,Yes
157,15701,daily,Yes,Female,Yes,spouse,imm.fam,No
157,15702,daily,Yes,Male,No,child,imm.fam,Yes
157,15703,daily,Yes,Female,No,child.in.law,imm.fam,Yes
157,15704,weekly,Yes,Male,No,child,imm.fam,Yes
157,15705,weekly,Yes,Female,No,child.in.law,imm.fam,Yes
157,15706,weekly,Yes,Female,No,child,imm.fam,Yes
157,15707,weekly,Yes,Male,No,oth.fam,ext.fam,Yes
157,15708,weekly,Yes,Female,No,oth.fam,ext.fam,Yes
157,15709,weekly,Yes,Male,No,oth.fam,ext.fam,Yes
157,15710,weekly,Yes,Male,No,oth.fam,ext.fam,Yes
157,15711,weekly,Yes,Male,No,oth.fam,ext.fam,Yes
157,15712,monthly,No,Male,No,rel.vol,rel.vol,No
157,15713,monthly,No,Male,No,rel.vol,rel.vol,No
157,15714,monthly,No,Male,No,rel.vol,rel.vol,No
157,15715,monthly,No,Male,No,rel.vol,rel.vol,No
157,15716,monthly,No,Male,No,rel.vol,rel.vol,No
157,15717,monthly,No,Male,No,rel.vol,rel.vol,No
158,15801,weekly,Yes,Female,No,child,imm.fam,Yes
158,15802,weekly,Yes,Female,No,child,imm.fam,Yes
158,15803,weekly,Yes,Male,No,child,imm.fam,Yes
158,15804,weekly,Yes,Male,No,child.in.law,imm.fam,Yes
158,15805,weekly,Yes,Male,No,child.in.law,imm.fam,Yes
158,15806,weekly,Yes,Female,No,friend,friend,No
158,15807,weekly,Yes,Female,No,neighbor,neighbor,No
158,15808,weekly,Yes,Female,No,neighbor,neighbor,No
158,15809,weekly,Yes,Male,No,friend,friend,No
159,15901,daily,Yes,Female,No,child,imm.fam,Yes
159,15902,weekly,Yes,Male,No,child,imm.fam,Yes
159,15903,weekly,Yes,Female,No,child.in.law,imm.fam,Yes
159,15904,weekly,Yes,Female,No,sibling,imm.fam,No
159,15905,weekly,Yes,Male,No,oth.fam,ext.fam,Yes
159,15906,weekly,Yes,Male,No,oth.fam,ext.fam,Yes
159,15907,weekly,Yes,Female,No,oth.fam,ext.fam,Yes
159,15908,weekly,Yes,Male,No,oth.fam,ext.fam,Yes
159,15909,monthly,No,Female,No,oth.fam,ext.fam,Yes
159,15910,monthly,No,Female,No,oth.fam,ext.fam,Yes
159,15911,weekly,Yes,Male,No,friend,friend,No
159,15912,weekly,Yes,Female,No,friend,friend,No
159,15913,weekly,Yes,Female,No,friend,friend,No
160,16001,weekly,Yes,Male,No,oth.fam,ext.fam,Yes
160,16002,weekly,Yes,Female,No,oth.fam,ext.fam,Yes
160,16003,weekly,Yes,Female,No,oth.fam,ext.fam,Yes
160,16004,daily,Yes,Female,No,friend,friend,No
161,16101,daily,Yes,Female,No,sibling,imm.fam,No
161,16102,weekly,Yes,Male,No,sibling,imm.fam,No
161,16103,yearly,No,Female,No,sibling,imm.fam,No
161,16104,monthly,No,Female,No,sibling,imm.fam,No
161,16105,yearly,No,Male,No,sibling,imm.fam,No
161,16106,daily,Yes,Male,No,friend,friend,No
161,16107,daily,Yes,Male,No,friend,friend,No
161,16108,daily,Yes,Male,No,friend,friend,No
161,16109,daily,Yes,Female,No,friend,friend,No
161,16110,daily,Yes,Female,No,friend,friend,No
161,16111,daily,Yes,Female,No,friend,friend,No
162,16201,weekly,Yes,Female,No,friend,friend,No
162,16202,weekly,Yes,Female,No,friend,friend,No
162,16203,weekly,Yes,Male,No,friend,friend,No
162,16204,weekly,Yes,Female,No,sib.in.law,ext.fam,No
163,16301,daily,Yes,Female,No,child,imm.fam,Yes
163,16302,daily,Yes,Female,No,child,imm.fam,Yes
163,16303,weekly,Yes,Female,No,oth.fam,ext.fam,Yes
163,16304,monthly,No,Female,No,oth.fam,ext.fam,Yes
163,16305,yearly,No,Male,No,friend,friend,No
163,16306,monthly,No,Female,No,friend,friend,No
163,16307,monthly,No,Female,No,friend,friend,No
164,16401,daily,Yes,Male,No,child,imm.fam,Yes
164,16402,daily,Yes,Female,No,child,imm.fam,Yes
164,16403,weekly,Yes,Female,No,child,imm.fam,Yes
164,16404,monthly,No,Female,No,child.in.law,imm.fam,Yes
164,16405,monthly,No,Male,No,child.in.law,imm.fam,Yes
164,16406,monthly,No,Male,No,oth.fam,ext.fam,Yes
164,16407,monthly,No,Female,No,oth.fam,ext.fam,Yes
164,16408,monthly,No,Female,No,oth.fam,ext.fam,Yes
164,16409,yearly,No,Male,No,oth.fam,ext.fam,Yes
165,16501,weekly,Yes,Female,No,sibling,imm.fam,No
167,16701,daily,Yes,Male,Yes,spouse,imm.fam,No
167,16702,daily,Yes,Female,No,child,imm.fam,Yes
167,16703,weekly,Yes,Female,No,child,imm.fam,Yes
167,16704,monthly,No,Male,No,oth.fam,ext.fam,Yes
167,16705,monthly,No,Female,No,child,imm.fam,Yes
167,16706,yearly,No,Male,No,child,imm.fam,Yes
167,16707,weekly,Yes,Male,No,oth.fam,ext.fam,Yes
167,16708,monthly,No,Female,No,oth.fam,ext.fam,Yes
167,16709,monthly,No,Female,No,oth.fam,ext.fam,Yes
167,16710,yearly,No,Male,No,oth.fam,ext.fam,Yes
167,16711,daily,Yes,Male,No,sib.in.law,ext.fam,No
167,16712,monthly,No,Female,No,sib.in.law,ext.fam,No
167,16713,monthly,No,Female,No,sib.in.law,ext.fam,No
167,16714,yearly,No,Male,No,sib.in.law,ext.fam,No
167,16715,yearly,No,Male,No,sib.in.law,ext.fam,No
167,16716,yearly,No,Male,No,sib.in.law,ext.fam,No
167,16717,monthly,No,Female,No,sibling,imm.fam,No
